Test_Date	County	Total_Number_of_Tests_Performed		
10/11/2021	Genesee	322		
10/11/2021	Greene	133		
10/11/2021	Hamilton	15		
10/11/2021	Herkimer	198		
10/11/2021	Jefferson	408		
10/11/2021	Kings	17980		
10/11/2021	Lewis	110		
10/11/2021	Livingston	246		
10/11/2021	Long Island	17404		
10/11/2021	Madison	209		
10/11/2021	Mid-Hudson	12491		
10/11/2021	Mohawk Valley	1646		
10/11/2021	Monroe	3065		
10/11/2021	Montgomery	242		
10/11/2021	Nassau	7912		
10/11/2021	New York	13216		
10/11/2021	New York City	59921		
10/11/2021	Niagara	684		
10/11/2021	North Country	1631		
10/11/2021	Oneida	880		
10/11/2021	Onondaga	1222		
10/11/2021	Ontario	385		
10/11/2021	Orange	1855		
10/11/2021	Orleans	168		
10/11/2021	Oswego	523		
10/11/2021	Otsego	112		
10/11/2021	Putnam	449		
10/11/2021	Queens	15168		
10/11/2021	Rensselaer	845		
10/11/2021	Richmond	4220		
10/11/2021	Rockland	1484		
10/11/2021	STATEWIDE	111564		
10/11/2021	Saratoga	691		
10/11/2021	Schenectady	420		
10/11/2021	Schoharie	68		
10/11/2021	Schuyler	107		
10/11/2021	Seneca	77		
10/11/2021	Southern Tier	3058		
10/11/2021	St. Lawrence	280		
10/11/2021	Steuben	347		
10/11/2021	Suffolk	9492		
10/11/2021	Sullivan	257		
10/11/2021	Tioga	146		
10/11/2021	Tompkins	1044		
10/11/2021	Ulster	802		
10/11/2021	Warren	372		
10/11/2021	Washington	238		
10/11/2021	Wayne	350		
10/11/2021	Westchester	6081		
10/11/2021	Western New York	4379		
10/11/2021	Wyoming	149		
10/11/2021	Yates	52		
10/10/2021	Albany	2768		
10/10/2021	Allegany	255		
10/10/2021	Bronx	16755		
10/10/2021	Broome	977		
10/10/2021	Capital Region	10211		
10/10/2021	Cattaraugus	511		
10/10/2021	Cayuga	588		
10/10/2021	Central New York	6227		
10/10/2021	Chautauqua	688		
10/10/2021	Chemung	643		
10/10/2021	Chenango	276		
10/10/2021	Clinton	1220		
10/10/2021	Columbia	363		
10/10/2021	Cortland	243		
10/10/2021	Delaware	235		
10/10/2021	Dutchess	3013		
10/10/2021	Erie	6878		
10/10/2021	Essex	234		
10/10/2021	Finger Lakes	9208		
10/10/2021	Franklin	386		
10/10/2021	Fulton	436		
10/10/2021	Genesee	404		
10/10/2021	Greene	367		
10/10/2021	Hamilton	17		
10/10/2021	Herkimer	422		
10/10/2021	Jefferson	681		
10/10/2021	Kings	35351		
10/10/2021	Lewis	159		
10/10/2021	Livingston	299		
10/10/2021	Long Island	25286		
10/10/2021	Madison	458		
10/10/2021	Mid-Hudson	21527		
10/10/2021	Mohawk Valley	3618		
10/10/2021	Monroe	5730		
10/10/2021	Montgomery	536		
10/10/2021	Nassau	13020		
10/10/2021	New York	26134		
10/10/2021	New York City	114145		
10/10/2021	Niagara	1744		
10/10/2021	North Country	3490		
10/10/2021	Oneida	1783		
10/10/2021	Onondaga	4085		
10/10/2021	Ontario	910		
10/10/2021	Orange	3777		
10/10/2021	Orleans	193		
10/10/2021	Oswego	853		
10/10/2021	Otsego	279		
10/10/2021	Putnam	1060		
10/10/2021	Queens	28372		
10/10/2021	Rensselaer	1774		
10/10/2021	Richmond	7533		
10/10/2021	Rockland	2969		
10/10/2021	STATEWIDE	207153		
10/10/2021	Saratoga	2316		
10/10/2021	Schenectady	1368		
10/10/2021	Schoharie	162		
10/10/2021	Schuyler	57		
10/10/2021	Seneca	299		
10/10/2021	Southern Tier	3365		
10/10/2021	St. Lawrence	793		
10/10/2021	Steuben	747		
10/10/2021	Suffolk	12266		
10/10/2021	Sullivan	368		
10/10/2021	Tioga	213		
10/10/2021	Tompkins	217		
10/10/2021	Ulster	1262		
10/10/2021	Warren	634		
10/10/2021	Washington	621		
10/10/2021	Wayne	1038		
10/10/2021	Westchester	9078		
10/10/2021	Western New York	10076		
10/10/2021	Wyoming	189		
10/10/2021	Yates	146		
10/9/2021	Albany	1312		
10/9/2021	Allegany	209		
10/9/2021	Bronx	9273		
10/9/2021	Broome	1545		
10/9/2021	Capital Region	5110		
10/9/2021	Cattaraugus	342		
10/9/2021	Cayuga	533		
10/9/2021	Central New York	4956		
10/9/2021	Chautauqua	431		
10/9/2021	Chemung	923		
10/9/2021	Chenango	293		
10/9/2021	Clinton	256		
10/9/2021	Columbia	252		
10/9/2021	Cortland	271		
10/9/2021	Delaware	307		
10/9/2021	Dutchess	732		
10/9/2021	Erie	4323		
10/9/2021	Essex	177		
10/9/2021	Finger Lakes	6060		
10/9/2021	Franklin	346		
10/9/2021	Fulton	170		
10/9/2021	Genesee	277		
10/9/2021	Greene	124		
10/9/2021	Hamilton	11		
10/9/2021	Herkimer	618		
10/9/2021	Jefferson	451		
10/9/2021	Kings	13735		
10/9/2021	Lewis	167		
10/9/2021	Livingston	370		
10/9/2021	Long Island	15154		
10/9/2021	Madison	518		
10/9/2021	Mid-Hudson	8423		
10/9/2021	Mohawk Valley	5497		
10/9/2021	Monroe	3784		
10/9/2021	Montgomery	446		
10/9/2021	Nassau	7069		
10/9/2021	New York	11487		
10/9/2021	New York City	48276		
10/9/2021	Niagara	1203		
10/9/2021	North Country	1828		
10/9/2021	Oneida	3943		
10/9/2021	Onondaga	2964		
10/9/2021	Ontario	495		
10/9/2021	Orange	1294		
10/9/2021	Orleans	192		
10/9/2021	Oswego	670		
10/9/2021	Otsego	241		
10/9/2021	Putnam	318		
10/9/2021	Queens	10861		
10/9/2021	Rensselaer	674		
10/9/2021	Richmond	2920		
10/9/2021	Rockland	1365		
10/9/2021	STATEWIDE	108006		
10/9/2021	Saratoga	1562		
10/9/2021	Schenectady	643		
10/9/2021	Schoharie	79		
10/9/2021	Schuyler	158		
10/9/2021	Seneca	209		
10/9/2021	Southern Tier	6194		
10/9/2021	St. Lawrence	420		
10/9/2021	Steuben	695		
10/9/2021	Suffolk	8085		
10/9/2021	Sullivan	373		
10/9/2021	Tioga	329		
10/9/2021	Tompkins	1944		
10/9/2021	Ulster	430		
10/9/2021	Warren	345		
10/9/2021	Washington	198		
10/9/2021	Wayne	513		
10/9/2021	Westchester	3911		
10/9/2021	Western New York	6508		
10/9/2021	Wyoming	120		
10/9/2021	Yates	100		
10/8/2021	Albany	2898		
10/8/2021	Allegany	446		
10/8/2021	Bronx	14207		
10/8/2021	Broome	2029		
10/8/2021	Capital Region	10199		
10/8/2021	Cattaraugus	514		
10/8/2021	Cayuga	691		
10/8/2021	Central New York	8347		
10/8/2021	Chautauqua	769		
10/8/2021	Chemung	1161		
10/8/2021	Chenango	437		
10/8/2021	Clinton	951		
10/8/2021	Columbia	278		
10/8/2021	Cortland	457		
10/8/2021	Delaware	415		
10/8/2021	Dutchess	2683		
10/8/2021	Erie	7296		
10/8/2021	Essex	282		
10/8/2021	Finger Lakes	9853		
10/8/2021	Franklin	666		
10/8/2021	Fulton	387		
10/8/2021	Genesee	565		
10/8/2021	Greene	278		
10/8/2021	Hamilton	47		
10/8/2021	Herkimer	581		
10/8/2021	Jefferson	817		
10/8/2021	Kings	34729		
10/8/2021	Lewis	166		
10/8/2021	Livingston	492		
10/8/2021	Long Island	26943		
10/8/2021	Madison	541		
10/8/2021	Mid-Hudson	20527		
10/8/2021	Mohawk Valley	4497		
10/8/2021	Monroe	6166		
10/8/2021	Montgomery	478		
10/8/2021	Nassau	13250		
10/8/2021	New York	26010		
10/8/2021	New York City	108236		
10/8/2021	Niagara	1396		
10/8/2021	North Country	4223		
10/8/2021	Oneida	2398		
10/8/2021	Onondaga	5516		
10/8/2021	Ontario	848		
10/8/2021	Orange	3094		
10/8/2021	Orleans	267		
10/8/2021	Oswego	1142		
10/8/2021	Otsego	432		
10/8/2021	Putnam	891		
10/8/2021	Queens	26672		
10/8/2021	Rensselaer	1569		
10/8/2021	Richmond	6618		
10/8/2021	Rockland	2759		
10/8/2021	STATEWIDE	216154		
10/8/2021	Saratoga	2290		
10/8/2021	Schenectady	1755		
10/8/2021	Schoharie	221		
10/8/2021	Schuyler	233		
10/8/2021	Seneca	259		
10/8/2021	Southern Tier	12908		
10/8/2021	St. Lawrence	1294		
10/8/2021	Steuben	1841		
10/8/2021	Suffolk	13693		
10/8/2021	Sullivan	596		
10/8/2021	Tioga	798		
10/8/2021	Tompkins	5994		
10/8/2021	Ulster	1412		
10/8/2021	Warren	602		
10/8/2021	Washington	529		
10/8/2021	Wayne	840		
10/8/2021	Westchester	9092		
10/8/2021	Western New York	10421		
10/8/2021	Wyoming	277		
10/8/2021	Yates	139		
10/7/2021	Albany	3053		
10/7/2021	Allegany	496		
10/7/2021	Bronx	13288		
10/7/2021	Broome	1894		
10/7/2021	Capital Region	12483		
10/7/2021	Cattaraugus	599		
10/7/2021	Cayuga	1420		
10/7/2021	Central New York	10134		
10/7/2021	Chautauqua	1297		
10/7/2021	Chemung	1368		
10/7/2021	Chenango	779		
10/7/2021	Clinton	1150		
10/7/2021	Columbia	463		
10/7/2021	Cortland	761		
10/7/2021	Delaware	393		
10/7/2021	Dutchess	2469		
10/7/2021	Erie	9349		
10/7/2021	Essex	342		
10/7/2021	Finger Lakes	11119		
10/7/2021	Franklin	599		
10/7/2021	Fulton	739		
10/7/2021	Genesee	674		
10/7/2021	Greene	361		
10/7/2021	Hamilton	71		
10/7/2021	Herkimer	718		
10/7/2021	Jefferson	1130		
10/7/2021	Kings	33818		
10/7/2021	Lewis	262		
10/7/2021	Livingston	544		
10/7/2021	Long Island	29258		
10/7/2021	Madison	746		
10/7/2021	Mid-Hudson	20073		
10/7/2021	Mohawk Valley	5864		
10/7/2021	Monroe	7140		
10/7/2021	Montgomery	392		
10/7/2021	Nassau	14073		
10/7/2021	New York	28683		
10/7/2021	New York City	108110		
10/7/2021	Niagara	1790		
10/7/2021	North Country	6938		
10/7/2021	Oneida	2804		
10/7/2021	Onondaga	5772		
10/7/2021	Ontario	821		
10/7/2021	Orange	3370		
10/7/2021	Orleans	398		
10/7/2021	Oswego	1435		
10/7/2021	Otsego	898		
10/7/2021	Putnam	945		
10/7/2021	Queens	24752		
10/7/2021	Rensselaer	1887		
10/7/2021	Richmond	7569		
10/7/2021	Rockland	2491		
10/7/2021	STATEWIDE	229231		
10/7/2021	Saratoga	3058		
10/7/2021	Schenectady	1741		
10/7/2021	Schoharie	313		
10/7/2021	Schuyler	210		
10/7/2021	Seneca	363		
10/7/2021	Southern Tier	11721		
10/7/2021	St. Lawrence	3384		
10/7/2021	Steuben	1315		
10/7/2021	Suffolk	15185		
10/7/2021	Sullivan	571		
10/7/2021	Tioga	498		
10/7/2021	Tompkins	5264		
10/7/2021	Ulster	1636		
10/7/2021	Warren	1077		
10/7/2021	Washington	843		
10/7/2021	Wayne	644		
10/7/2021	Westchester	8591		
10/7/2021	Western New York	13531		
10/7/2021	Wyoming	366		
10/7/2021	Yates	169		
10/6/2021	Albany	2685		
10/6/2021	Allegany	334		
10/6/2021	Bronx	18146		
10/6/2021	Broome	2252		
10/6/2021	Capital Region	10480		
10/6/2021	Cattaraugus	603		
10/6/2021	Cayuga	807		
10/6/2021	Central New York	8069		
10/6/2021	Chautauqua	547		
10/6/2021	Chemung	977		
10/6/2021	Chenango	438		
10/6/2021	Clinton	710		
10/6/2021	Columbia	566		
10/6/2021	Cortland	631		
10/6/2021	Delaware	412		
10/6/2021	Dutchess	2685		
10/6/2021	Erie	6649		
10/6/2021	Essex	270		
10/6/2021	Finger Lakes	11165		
10/6/2021	Franklin	570		
10/6/2021	Fulton	286		
10/6/2021	Genesee	459		
10/6/2021	Greene	381		
10/6/2021	Hamilton	50		
10/6/2021	Herkimer	579		
10/6/2021	Jefferson	963		
10/6/2021	Kings	35405		
10/6/2021	Lewis	202		
10/6/2021	Livingston	449		
10/6/2021	Long Island	30460		
10/6/2021	Madison	614		
10/6/2021	Mid-Hudson	22175		
10/6/2021	Mohawk Valley	4331		
10/6/2021	Monroe	7176		
10/6/2021	Montgomery	401		
10/6/2021	Nassau	15405		
10/6/2021	New York	29674		
10/6/2021	New York City	115935		
10/6/2021	Niagara	1619		
10/6/2021	North Country	4027		
10/6/2021	Oneida	2455		
10/6/2021	Onondaga	5017		
10/6/2021	Ontario	862		
10/6/2021	Orange	3358		
10/6/2021	Orleans	396		
10/6/2021	Oswego	1000		
10/6/2021	Otsego	431		
10/6/2021	Putnam	889		
10/6/2021	Queens	25523		
10/6/2021	Rensselaer	1901		
10/6/2021	Richmond	7187		
10/6/2021	Rockland	3592		
10/6/2021	STATEWIDE	225685		
10/6/2021	Saratoga	2432		
10/6/2021	Schenectady	1291		
10/6/2021	Schoharie	179		
10/6/2021	Schuyler	219		
10/6/2021	Seneca	289		
10/6/2021	Southern Tier	9291		
10/6/2021	St. Lawrence	1262		
10/6/2021	Steuben	1232		
10/6/2021	Suffolk	15055		
10/6/2021	Sullivan	609		
10/6/2021	Tioga	483		
10/6/2021	Tompkins	3278		
10/6/2021	Ulster	1438		
10/6/2021	Warren	737		
10/6/2021	Washington	487		
10/6/2021	Wayne	1010		
10/6/2021	Westchester	9604		
10/6/2021	Western New York	9752		
10/6/2021	Wyoming	349		
10/6/2021	Yates	175		
10/5/2021	Albany	2927		
10/5/2021	Allegany	354		
10/5/2021	Bronx	12355		
10/5/2021	Broome	2269		
10/5/2021	Capital Region	10281		
10/5/2021	Cattaraugus	714		
10/5/2021	Cayuga	759		
10/5/2021	Central New York	8173		
10/5/2021	Chautauqua	677		
10/5/2021	Chemung	967		
10/5/2021	Chenango	457		
10/5/2021	Clinton	501		
10/5/2021	Columbia	422		
10/5/2021	Cortland	540		
10/5/2021	Delaware	439		
10/5/2021	Dutchess	2502		
10/5/2021	Erie	7627		
10/5/2021	Essex	222		
10/5/2021	Finger Lakes	9824		
10/5/2021	Franklin	325		
10/5/2021	Fulton	659		
10/5/2021	Genesee	678		
10/5/2021	Greene	457		
10/5/2021	Hamilton	57		
10/5/2021	Herkimer	562		
10/5/2021	Jefferson	1122		
10/5/2021	Kings	29766		
10/5/2021	Lewis	278		
10/5/2021	Livingston	445		
10/5/2021	Long Island	29266		
10/5/2021	Madison	462		
10/5/2021	Mid-Hudson	18528		
10/5/2021	Mohawk Valley	5389		
10/5/2021	Monroe	5818		
10/5/2021	Montgomery	870		
10/5/2021	Nassau	14084		
10/5/2021	New York	19857		
10/5/2021	New York City	89059		
10/5/2021	Niagara	1521		
10/5/2021	North Country	3166		
10/5/2021	Oneida	2541		
10/5/2021	Onondaga	5393		
10/5/2021	Ontario	842		
10/5/2021	Orange	2910		
10/5/2021	Orleans	446		
10/5/2021	Oswego	1019		
10/5/2021	Otsego	575		
10/5/2021	Putnam	914		
10/5/2021	Queens	21405		
10/5/2021	Rensselaer	1637		
10/5/2021	Richmond	5676		
10/5/2021	Rockland	2470		
10/5/2021	STATEWIDE	195894		
10/5/2021	Saratoga	2607		
10/5/2021	Schenectady	1183		
10/5/2021	Schoharie	182		
10/5/2021	Schuyler	185		
10/5/2021	Seneca	267		
10/5/2021	Southern Tier	11315		
10/5/2021	St. Lawrence	661		
10/5/2021	Steuben	1083		
10/5/2021	Suffolk	15182		
10/5/2021	Sullivan	597		
10/5/2021	Tioga	702		
10/5/2021	Tompkins	5213		
10/5/2021	Ulster	1103		
10/5/2021	Warren	456		
10/5/2021	Washington	592		
10/5/2021	Wayne	777		
10/5/2021	Westchester	8032		
10/5/2021	Western New York	10893		
10/5/2021	Wyoming	373		
10/5/2021	Yates	178		
10/4/2021	Albany	1748		
10/4/2021	Allegany	156		
10/4/2021	Bronx	9307		
10/4/2021	Broome	909		
10/4/2021	Capital Region	5872		
10/4/2021	Cattaraugus	382		
10/4/2021	Cayuga	592		
10/4/2021	Central New York	5212		
10/4/2021	Chautauqua	942		
10/4/2021	Chemung	415		
10/4/2021	Chenango	267		
10/4/2021	Clinton	923		
10/4/2021	Columbia	157		
10/4/2021	Cortland	226		
10/4/2021	Delaware	285		
10/4/2021	Dutchess	1195		
10/4/2021	Erie	4252		
10/4/2021	Essex	242		
10/4/2021	Finger Lakes	6512		
10/4/2021	Franklin	340		
10/4/2021	Fulton	220		
10/4/2021	Genesee	349		
10/4/2021	Greene	180		
10/4/2021	Hamilton	43		
10/4/2021	Herkimer	332		
10/4/2021	Jefferson	652		
10/4/2021	Kings	23876		
10/4/2021	Lewis	191		
10/4/2021	Livingston	354		
10/4/2021	Long Island	18214		
10/4/2021	Madison	417		
10/4/2021	Mid-Hudson	14792		
10/4/2021	Mohawk Valley	2596		
10/4/2021	Monroe	3902		
10/4/2021	Montgomery	185		
10/4/2021	Nassau	8583		
10/4/2021	New York	17305		
10/4/2021	New York City	73806		
10/4/2021	Niagara	1180		
10/4/2021	North Country	2947		
10/4/2021	Oneida	1465		
10/4/2021	Onondaga	3350		
10/4/2021	Ontario	516		
10/4/2021	Orange	2583		
10/4/2021	Orleans	367		
10/4/2021	Oswego	627		
10/4/2021	Otsego	290		
10/4/2021	Putnam	500		
10/4/2021	Queens	19010		
10/4/2021	Rensselaer	945		
10/4/2021	Richmond	4308		
10/4/2021	Rockland	2818		
10/4/2021	STATEWIDE	142635		
10/4/2021	Saratoga	1207		
10/4/2021	Schenectady	837		
10/4/2021	Schoharie	104		
10/4/2021	Schuyler	215		
10/4/2021	Seneca	302		
10/4/2021	Southern Tier	5772		
10/4/2021	St. Lawrence	556		
10/4/2021	Steuben	466		
10/4/2021	Suffolk	9631		
10/4/2021	Sullivan	813		
10/4/2021	Tioga	187		
10/4/2021	Tompkins	3028		
10/4/2021	Ulster	881		
10/4/2021	Warren	443		
10/4/2021	Washington	355		
10/4/2021	Wayne	445		
10/4/2021	Westchester	6002		
10/4/2021	Western New York	6912		
10/4/2021	Wyoming	193		
10/4/2021	Yates	84		
10/3/2021	Albany	1062		
10/3/2021	Allegany	117		
10/3/2021	Bronx	10104		
10/3/2021	Broome	732		
10/3/2021	Capital Region	4557		
10/3/2021	Cattaraugus	198		
10/3/2021	Cayuga	253		
10/3/2021	Central New York	2800		
10/3/2021	Chautauqua	322		
10/3/2021	Chemung	341		
10/3/2021	Chenango	216		
10/3/2021	Clinton	515		
10/3/2021	Columbia	378		
10/3/2021	Cortland	175		
10/3/2021	Delaware	274		
10/3/2021	Dutchess	1890		
10/3/2021	Erie	5172		
10/3/2021	Essex	121		
10/3/2021	Finger Lakes	6500		
10/3/2021	Franklin	245		
10/3/2021	Fulton	114		
10/3/2021	Genesee	256		
10/3/2021	Greene	127		
10/3/2021	Hamilton	12		
10/3/2021	Herkimer	175		
10/3/2021	Jefferson	337		
10/3/2021	Kings	20951		
10/3/2021	Lewis	87		
10/3/2021	Livingston	178		
10/3/2021	Long Island	15149		
10/3/2021	Madison	223		
10/3/2021	Mid-Hudson	13731		
10/3/2021	Mohawk Valley	1498		
10/3/2021	Monroe	3879		
10/3/2021	Montgomery	66		
10/3/2021	Nassau	7846		
10/3/2021	New York	15391		
10/3/2021	New York City	67268		
10/3/2021	Niagara	951		
10/3/2021	North Country	1753		
10/3/2021	Oneida	859		
10/3/2021	Onondaga	1602		
10/3/2021	Ontario	769		
10/3/2021	Orange	2270		
10/3/2021	Orleans	133		
10/3/2021	Oswego	547		
10/3/2021	Otsego	194		
10/3/2021	Putnam	545		
10/3/2021	Queens	16133		
10/3/2021	Rensselaer	516		
10/3/2021	Richmond	4689		
10/3/2021	Rockland	1777		
10/3/2021	STATEWIDE	122193		
10/3/2021	Saratoga	1463		
10/3/2021	Schenectady	346		
10/3/2021	Schoharie	90		
10/3/2021	Schuyler	34		
10/3/2021	Seneca	160		
10/3/2021	Southern Tier	2177		
10/3/2021	St. Lawrence	436		
10/3/2021	Steuben	370		
10/3/2021	Suffolk	7303		
10/3/2021	Sullivan	334		
10/3/2021	Tioga	129		
10/3/2021	Tompkins	81		
10/3/2021	Ulster	953		
10/3/2021	Warren	361		
10/3/2021	Washington	304		
10/3/2021	Wayne	896		
10/3/2021	Westchester	5962		
10/3/2021	Western New York	6760		
10/3/2021	Wyoming	134		
10/3/2021	Yates	95		
10/2/2021	Albany	2398		
10/2/2021	Allegany	444		
10/2/2021	Bronx	12419		
10/2/2021	Broome	2077		
10/2/2021	Capital Region	8894		
10/2/2021	Cattaraugus	466		
10/2/2021	Cayuga	669		
10/2/2021	Central New York	8941		
10/2/2021	Chautauqua	1007		
10/2/2021	Chemung	1126		
10/2/2021	Chenango	518		
10/2/2021	Clinton	663		
10/2/2021	Columbia	361		
10/2/2021	Cortland	449		
10/2/2021	Delaware	350		
10/2/2021	Dutchess	2264		
10/2/2021	Erie	8510		
10/2/2021	Essex	228		
10/2/2021	Finger Lakes	8762		
10/2/2021	Franklin	376		
10/2/2021	Fulton	364		
10/2/2021	Genesee	582		
10/2/2021	Greene	243		
10/2/2021	Hamilton	19		
10/2/2021	Herkimer	418		
10/2/2021	Jefferson	705		
10/2/2021	Kings	32314		
10/2/2021	Lewis	180		
10/2/2021	Livingston	373		
10/2/2021	Long Island	23941		
10/2/2021	Madison	639		
10/2/2021	Mid-Hudson	16704		
10/2/2021	Mohawk Valley	6365		
10/2/2021	Monroe	5554		
10/2/2021	Montgomery	306		
10/2/2021	Nassau	11931		
10/2/2021	New York	22367		
10/2/2021	New York City	97443		
10/2/2021	Niagara	2105		
10/2/2021	North Country	2998		
10/2/2021	Oneida	4711		
10/2/2021	Onondaga	6093		
10/2/2021	Ontario	769		
10/2/2021	Orange	2390		
10/2/2021	Orleans	247		
10/2/2021	Oswego	1091		
10/2/2021	Otsego	423		
10/2/2021	Putnam	679		
10/2/2021	Queens	25279		
10/2/2021	Rensselaer	1558		
10/2/2021	Richmond	5064		
10/2/2021	Rockland	2692		
10/2/2021	STATEWIDE	194919		
10/2/2021	Saratoga	2139		
10/2/2021	Schenectady	1225		
10/2/2021	Schoharie	143		
10/2/2021	Schuyler	190		
10/2/2021	Seneca	206		
10/2/2021	Southern Tier	8339		
10/2/2021	St. Lawrence	827		
10/2/2021	Steuben	1067		
10/2/2021	Suffolk	12010		
10/2/2021	Sullivan	486		
10/2/2021	Tioga	385		
10/2/2021	Tompkins	2626		
10/2/2021	Ulster	1302		
10/2/2021	Warren	512		
10/2/2021	Washington	458		
10/2/2021	Wayne	678		
10/2/2021	Westchester	6891		
10/2/2021	Western New York	12532		
10/2/2021	Wyoming	217		
10/2/2021	Yates	136		
10/1/2021	Albany	2394		
10/1/2021	Allegany	340		
10/1/2021	Bronx	15850		
10/1/2021	Broome	2601		
10/1/2021	Capital Region	9453		
10/1/2021	Cattaraugus	613		
10/1/2021	Cayuga	919		
10/1/2021	Central New York	7755		
10/1/2021	Chautauqua	581		
10/1/2021	Chemung	1130		
10/1/2021	Chenango	411		
10/1/2021	Clinton	1178		
10/1/2021	Columbia	248		
10/1/2021	Cortland	626		
10/1/2021	Delaware	442		
10/1/2021	Dutchess	2204		
10/1/2021	Erie	6478		
10/1/2021	Essex	279		
10/1/2021	Finger Lakes	10049		
10/1/2021	Franklin	660		
10/1/2021	Fulton	366		
10/1/2021	Genesee	477		
10/1/2021	Greene	388		
10/1/2021	Hamilton	51		
10/1/2021	Herkimer	636		
10/1/2021	Jefferson	884		
10/1/2021	Kings	40681		
10/1/2021	Lewis	168		
10/1/2021	Livingston	567		
10/1/2021	Long Island	26455		
10/1/2021	Madison	570		
10/1/2021	Mid-Hudson	21316		
10/1/2021	Mohawk Valley	3856		
10/1/2021	Monroe	6584		
10/1/2021	Montgomery	310		
10/1/2021	Nassau	12628		
10/1/2021	New York	26894		
10/1/2021	New York City	114904		
10/1/2021	Niagara	1658		
10/1/2021	North Country	4323		
10/1/2021	Oneida	1867		
10/1/2021	Onondaga	4568		
10/1/2021	Ontario	810		
10/1/2021	Orange	2842		
10/1/2021	Orleans	294		
10/1/2021	Oswego	1072		
10/1/2021	Otsego	496		
10/1/2021	Putnam	837		
10/1/2021	Queens	25000		
10/1/2021	Rensselaer	1571		
10/1/2021	Richmond	6479		
10/1/2021	Rockland	4068		
10/1/2021	STATEWIDE	221209		
10/1/2021	Saratoga	2233		
10/1/2021	Schenectady	1681		
10/1/2021	Schoharie	181		
10/1/2021	Schuyler	243		
10/1/2021	Seneca	299		
10/1/2021	Southern Tier	13428		
10/1/2021	St. Lawrence	1103		
10/1/2021	Steuben	1688		
10/1/2021	Suffolk	13827		
10/1/2021	Sullivan	628		
10/1/2021	Tioga	688		
10/1/2021	Tompkins	6225		
10/1/2021	Ulster	1631		
10/1/2021	Warren	550		
10/1/2021	Washington	388		
10/1/2021	Wayne	636		
10/1/2021	Westchester	9106		
10/1/2021	Western New York	9670		
10/1/2021	Wyoming	278		
10/1/2021	Yates	104		
9/30/2021	Albany	2557		
9/30/2021	Allegany	451		
9/30/2021	Bronx	14567		
9/30/2021	Broome	2345		
9/30/2021	Capital Region	11187		
9/30/2021	Cattaraugus	703		
9/30/2021	Cayuga	919		
9/30/2021	Central New York	9887		
9/30/2021	Chautauqua	1096		
9/30/2021	Chemung	1215		
9/30/2021	Chenango	440		
9/30/2021	Clinton	902		
9/30/2021	Columbia	480		
9/30/2021	Cortland	905		
9/30/2021	Delaware	318		
9/30/2021	Dutchess	2384		
9/30/2021	Erie	7919		
9/30/2021	Essex	298		
9/30/2021	Finger Lakes	11160		
9/30/2021	Franklin	647		
9/30/2021	Fulton	570		
9/30/2021	Genesee	703		
9/30/2021	Greene	476		
9/30/2021	Hamilton	41		
9/30/2021	Herkimer	603		
9/30/2021	Jefferson	994		
9/30/2021	Kings	29694		
9/30/2021	Lewis	269		
9/30/2021	Livingston	647		
9/30/2021	Long Island	28716		
9/30/2021	Madison	706		
9/30/2021	Mid-Hudson	24438		
9/30/2021	Mohawk Valley	5669		
9/30/2021	Monroe	6777		
9/30/2021	Montgomery	597		
9/30/2021	Nassau	13842		
9/30/2021	New York	26240		
9/30/2021	New York City	103064		
9/30/2021	Niagara	1884		
9/30/2021	North Country	5254		
9/30/2021	Oneida	2970		
9/30/2021	Onondaga	6084		
9/30/2021	Ontario	1026		
9/30/2021	Orange	3310		
9/30/2021	Orleans	530		
9/30/2021	Oswego	1273		
9/30/2021	Otsego	567		
9/30/2021	Putnam	831		
9/30/2021	Queens	25892		
9/30/2021	Rensselaer	1622		
9/30/2021	Richmond	6671		
9/30/2021	Rockland	5687		
9/30/2021	STATEWIDE	220916		
9/30/2021	Saratoga	2632		
9/30/2021	Schenectady	1449		
9/30/2021	Schoharie	362		
9/30/2021	Schuyler	262		
9/30/2021	Seneca	282		
9/30/2021	Southern Tier	9488		
9/30/2021	St. Lawrence	2103		
9/30/2021	Steuben	1171		
9/30/2021	Suffolk	14874		
9/30/2021	Sullivan	565		
9/30/2021	Tioga	498		
9/30/2021	Tompkins	3239		
9/30/2021	Ulster	1760		
9/30/2021	Warren	993		
9/30/2021	Washington	978		
9/30/2021	Wayne	691		
9/30/2021	Westchester	9901		
9/30/2021	Western New York	12053		
9/30/2021	Wyoming	367		
9/30/2021	Yates	137		
9/29/2021	Albany	2571		
9/29/2021	Allegany	444		
9/29/2021	Bronx	16871		
9/29/2021	Broome	2155		
9/29/2021	Capital Region	10178		
9/29/2021	Cattaraugus	469		
9/29/2021	Cayuga	804		
9/29/2021	Central New York	7828		
9/29/2021	Chautauqua	718		
9/29/2021	Chemung	923		
9/29/2021	Chenango	323		
9/29/2021	Clinton	827		
9/29/2021	Columbia	571		
9/29/2021	Cortland	532		
9/29/2021	Delaware	497		
9/29/2021	Dutchess	2577		
9/29/2021	Erie	6656		
9/29/2021	Essex	226		
9/29/2021	Finger Lakes	10680		
9/29/2021	Franklin	554		
9/29/2021	Fulton	443		
9/29/2021	Genesee	475		
9/29/2021	Greene	238		
9/29/2021	Hamilton	43		
9/29/2021	Herkimer	535		
9/29/2021	Jefferson	1217		
9/29/2021	Kings	47380		
