Test_Date	County	Total_Number_of_Tests_Performed		
9/29/2021	Lewis	154		
9/29/2021	Livingston	561		
9/29/2021	Long Island	30355		
9/29/2021	Madison	477		
9/29/2021	Mid-Hudson	22823		
9/29/2021	Mohawk Valley	4353		
9/29/2021	Monroe	6688		
9/29/2021	Montgomery	454		
9/29/2021	Nassau	14286		
9/29/2021	New York	30525		
9/29/2021	New York City	128371		
9/29/2021	Niagara	1374		
9/29/2021	North Country	4089		
9/29/2021	Oneida	2104		
9/29/2021	Onondaga	5162		
9/29/2021	Ontario	1010		
9/29/2021	Orange	3193		
9/29/2021	Orleans	416		
9/29/2021	Oswego	853		
9/29/2021	Otsego	613		
9/29/2021	Putnam	926		
9/29/2021	Queens	26445		
9/29/2021	Rensselaer	1899		
9/29/2021	Richmond	7150		
9/29/2021	Rockland	5050		
9/29/2021	STATEWIDE	238866		
9/29/2021	Saratoga	2418		
9/29/2021	Schenectady	1175		
9/29/2021	Schoharie	204		
9/29/2021	Schuyler	195		
9/29/2021	Seneca	368		
9/29/2021	Southern Tier	10528		
9/29/2021	St. Lawrence	1068		
9/29/2021	Steuben	1141		
9/29/2021	Suffolk	16069		
9/29/2021	Sullivan	1022		
9/29/2021	Tioga	436		
9/29/2021	Tompkins	4858		
9/29/2021	Ulster	1383		
9/29/2021	Warren	659		
9/29/2021	Washington	647		
9/29/2021	Wayne	743		
9/29/2021	Westchester	8672		
9/29/2021	Western New York	9661		
9/29/2021	Wyoming	278		
9/29/2021	Yates	141		
9/28/2021	Albany	2891		
9/28/2021	Allegany	342		
9/28/2021	Bronx	11570		
9/28/2021	Broome	2373		
9/28/2021	Capital Region	10488		
9/28/2021	Cattaraugus	747		
9/28/2021	Cayuga	669		
9/28/2021	Central New York	9387		
9/28/2021	Chautauqua	1082		
9/28/2021	Chemung	1045		
9/28/2021	Chenango	376		
9/28/2021	Clinton	700		
9/28/2021	Columbia	362		
9/28/2021	Cortland	366		
9/28/2021	Delaware	629		
9/28/2021	Dutchess	2323		
9/28/2021	Erie	7370		
9/28/2021	Essex	233		
9/28/2021	Finger Lakes	9626		
9/28/2021	Franklin	240		
9/28/2021	Fulton	505		
9/28/2021	Genesee	505		
9/28/2021	Greene	334		
9/28/2021	Hamilton	37		
9/28/2021	Herkimer	829		
9/28/2021	Jefferson	699		
9/28/2021	Kings	29175		
9/28/2021	Lewis	152		
9/28/2021	Livingston	391		
9/28/2021	Long Island	22978		
9/28/2021	Madison	581		
9/28/2021	Mid-Hudson	17330		
9/28/2021	Mohawk Valley	5107		
9/28/2021	Monroe	6134		
9/28/2021	Montgomery	594		
9/28/2021	Nassau	11324		
9/28/2021	New York	22666		
9/28/2021	New York City	91012		
9/28/2021	Niagara	1806		
9/28/2021	North Country	2842		
9/28/2021	Oneida	2589		
9/28/2021	Onondaga	6559		
9/28/2021	Ontario	917		
9/28/2021	Orange	2780		
9/28/2021	Orleans	349		
9/28/2021	Oswego	1212		
9/28/2021	Otsego	456		
9/28/2021	Putnam	791		
9/28/2021	Queens	21865		
9/28/2021	Rensselaer	1984		
9/28/2021	Richmond	5736		
9/28/2021	Rockland	2167		
9/28/2021	STATEWIDE	190260		
9/28/2021	Saratoga	2684		
9/28/2021	Schenectady	1222		
9/28/2021	Schoharie	134		
9/28/2021	Schuyler	212		
9/28/2021	Seneca	260		
9/28/2021	Southern Tier	10143		
9/28/2021	St. Lawrence	781		
9/28/2021	Steuben	1017		
9/28/2021	Suffolk	11654		
9/28/2021	Sullivan	543		
9/28/2021	Tioga	463		
9/28/2021	Tompkins	4028		
9/28/2021	Ulster	1264		
9/28/2021	Warren	597		
9/28/2021	Washington	414		
9/28/2021	Wayne	680		
9/28/2021	Westchester	7462		
9/28/2021	Western New York	11347		
9/28/2021	Wyoming	245		
9/28/2021	Yates	145		
9/27/2021	Albany	1491		
9/27/2021	Allegany	168		
9/27/2021	Bronx	11730		
9/27/2021	Broome	964		
9/27/2021	Capital Region	5386		
9/27/2021	Cattaraugus	259		
9/27/2021	Cayuga	269		
9/27/2021	Central New York	3003		
9/27/2021	Chautauqua	222		
9/27/2021	Chemung	342		
9/27/2021	Chenango	225		
9/27/2021	Clinton	330		
9/27/2021	Columbia	548		
9/27/2021	Cortland	186		
9/27/2021	Delaware	215		
9/27/2021	Dutchess	1536		
9/27/2021	Erie	4025		
9/27/2021	Essex	211		
9/27/2021	Finger Lakes	5034		
9/27/2021	Franklin	230		
9/27/2021	Fulton	361		
9/27/2021	Genesee	317		
9/27/2021	Greene	204		
9/27/2021	Hamilton	14		
9/27/2021	Herkimer	322		
9/27/2021	Jefferson	419		
9/27/2021	Kings	24363		
9/27/2021	Lewis	185		
9/27/2021	Livingston	241		
9/27/2021	Long Island	19817		
9/27/2021	Madison	158		
9/27/2021	Mid-Hudson	12771		
9/27/2021	Mohawk Valley	2721		
9/27/2021	Monroe	3186		
9/27/2021	Montgomery	418		
9/27/2021	Nassau	9421		
9/27/2021	New York	15506		
9/27/2021	New York City	73267		
9/27/2021	Niagara	1193		
9/27/2021	North Country	1991		
9/27/2021	Oneida	1175		
9/27/2021	Onondaga	1780		
9/27/2021	Ontario	302		
9/27/2021	Orange	2071		
9/27/2021	Orleans	178		
9/27/2021	Oswego	610		
9/27/2021	Otsego	326		
9/27/2021	Putnam	504		
9/27/2021	Queens	17279		
9/27/2021	Rensselaer	799		
9/27/2021	Richmond	4389		
9/27/2021	Rockland	1734		
9/27/2021	STATEWIDE	134915		
9/27/2021	Saratoga	872		
9/27/2021	Schenectady	750		
9/27/2021	Schoharie	119		
9/27/2021	Schuyler	52		
9/27/2021	Seneca	98		
9/27/2021	Southern Tier	5058		
9/27/2021	St. Lawrence	602		
9/27/2021	Steuben	376		
9/27/2021	Suffolk	10396		
9/27/2021	Sullivan	299		
9/27/2021	Tioga	170		
9/27/2021	Tompkins	2714		
9/27/2021	Ulster	1016		
9/27/2021	Warren	360		
9/27/2021	Washington	362		
9/27/2021	Wayne	521		
9/27/2021	Westchester	5611		
9/27/2021	Western New York	5867		
9/27/2021	Wyoming	158		
9/27/2021	Yates	33		
9/26/2021	Albany	1186		
9/26/2021	Allegany	239		
9/26/2021	Bronx	8009		
9/26/2021	Broome	724		
9/26/2021	Capital Region	5675		
9/26/2021	Cattaraugus	354		
9/26/2021	Cayuga	416		
9/26/2021	Central New York	5649		
9/26/2021	Chautauqua	680		
9/26/2021	Chemung	552		
9/26/2021	Chenango	166		
9/26/2021	Clinton	609		
9/26/2021	Columbia	225		
9/26/2021	Cortland	221		
9/26/2021	Delaware	115		
9/26/2021	Dutchess	1356		
9/26/2021	Erie	5321		
9/26/2021	Essex	150		
9/26/2021	Finger Lakes	6598		
9/26/2021	Franklin	297		
9/26/2021	Fulton	283		
9/26/2021	Genesee	357		
9/26/2021	Greene	231		
9/26/2021	Hamilton	13		
9/26/2021	Herkimer	125		
9/26/2021	Jefferson	494		
9/26/2021	Kings	20905		
9/26/2021	Lewis	109		
9/26/2021	Livingston	266		
9/26/2021	Long Island	15733		
9/26/2021	Madison	356		
9/26/2021	Mid-Hudson	12161		
9/26/2021	Mohawk Valley	2046		
9/26/2021	Monroe	4060		
9/26/2021	Montgomery	215		
9/26/2021	Nassau	8082		
9/26/2021	New York	17347		
9/26/2021	New York City	68453		
9/26/2021	Niagara	1258		
9/26/2021	North Country	2118		
9/26/2021	Oneida	1173		
9/26/2021	Onondaga	3990		
9/26/2021	Ontario	697		
9/26/2021	Orange	1776		
9/26/2021	Orleans	167		
9/26/2021	Oswego	666		
9/26/2021	Otsego	167		
9/26/2021	Putnam	519		
9/26/2021	Queens	17289		
9/26/2021	Rensselaer	831		
9/26/2021	Richmond	4903		
9/26/2021	Rockland	2562		
9/26/2021	STATEWIDE	128700		
9/26/2021	Saratoga	1603		
9/26/2021	Schenectady	696		
9/26/2021	Schoharie	83		
9/26/2021	Schuyler	114		
9/26/2021	Seneca	204		
9/26/2021	Southern Tier	2415		
9/26/2021	St. Lawrence	446		
9/26/2021	Steuben	426		
9/26/2021	Suffolk	7651		
9/26/2021	Sullivan	661		
9/26/2021	Tioga	133		
9/26/2021	Tompkins	185		
9/26/2021	Ulster	686		
9/26/2021	Warren	524		
9/26/2021	Washington	379		
9/26/2021	Wayne	582		
9/26/2021	Westchester	4601		
9/26/2021	Western New York	7852		
9/26/2021	Wyoming	135		
9/26/2021	Yates	130		
9/25/2021	Albany	2254		
9/25/2021	Allegany	300		
9/25/2021	Bronx	13247		
9/25/2021	Broome	1960		
9/25/2021	Capital Region	8029		
9/25/2021	Cattaraugus	316		
9/25/2021	Cayuga	413		
9/25/2021	Central New York	5535		
9/25/2021	Chautauqua	390		
9/25/2021	Chemung	992		
9/25/2021	Chenango	229		
9/25/2021	Clinton	723		
9/25/2021	Columbia	219		
9/25/2021	Cortland	352		
9/25/2021	Delaware	356		
9/25/2021	Dutchess	2129		
9/25/2021	Erie	5055		
9/25/2021	Essex	236		
9/25/2021	Finger Lakes	8017		
9/25/2021	Franklin	524		
9/25/2021	Fulton	425		
9/25/2021	Genesee	335		
9/25/2021	Greene	216		
9/25/2021	Hamilton	20		
9/25/2021	Herkimer	612		
9/25/2021	Jefferson	706		
9/25/2021	Kings	28948		
9/25/2021	Lewis	180		
9/25/2021	Livingston	380		
9/25/2021	Long Island	24561		
9/25/2021	Madison	613		
9/25/2021	Mid-Hudson	17938		
9/25/2021	Mohawk Valley	4689		
9/25/2021	Monroe	5033		
9/25/2021	Montgomery	346		
9/25/2021	Nassau	11810		
9/25/2021	New York	23771		
9/25/2021	New York City	94548		
9/25/2021	Niagara	1311		
9/25/2021	North Country	2871		
9/25/2021	Oneida	2855		
9/25/2021	Onondaga	3336		
9/25/2021	Ontario	676		
9/25/2021	Orange	2953		
9/25/2021	Orleans	225		
9/25/2021	Oswego	821		
9/25/2021	Otsego	318		
9/25/2021	Putnam	747		
9/25/2021	Queens	22790		
9/25/2021	Rensselaer	1376		
9/25/2021	Richmond	5792		
9/25/2021	Rockland	2537		
9/25/2021	STATEWIDE	180612		
9/25/2021	Saratoga	1616		
9/25/2021	Schenectady	1128		
9/25/2021	Schoharie	133		
9/25/2021	Schuyler	201		
9/25/2021	Seneca	237		
9/25/2021	Southern Tier	7052		
9/25/2021	St. Lawrence	482		
9/25/2021	Steuben	1292		
9/25/2021	Suffolk	12751		
9/25/2021	Sullivan	543		
9/25/2021	Tioga	342		
9/25/2021	Tompkins	1680		
9/25/2021	Ulster	1584		
9/25/2021	Warren	540		
9/25/2021	Washington	680		
9/25/2021	Wayne	498		
9/25/2021	Westchester	7445		
9/25/2021	Western New York	7372		
9/25/2021	Wyoming	185		
9/25/2021	Yates	448		
9/24/2021	Albany	1952		
9/24/2021	Allegany	333		
9/24/2021	Bronx	14957		
9/24/2021	Broome	2346		
9/24/2021	Capital Region	8367		
9/24/2021	Cattaraugus	724		
9/24/2021	Cayuga	788		
9/24/2021	Central New York	8509		
9/24/2021	Chautauqua	853		
9/24/2021	Chemung	1306		
9/24/2021	Chenango	381		
9/24/2021	Clinton	723		
9/24/2021	Columbia	335		
9/24/2021	Cortland	603		
9/24/2021	Delaware	463		
9/24/2021	Dutchess	2348		
9/24/2021	Erie	7975		
9/24/2021	Essex	232		
9/24/2021	Finger Lakes	11095		
9/24/2021	Franklin	704		
9/24/2021	Fulton	429		
9/24/2021	Genesee	475		
9/24/2021	Greene	241		
9/24/2021	Hamilton	19		
9/24/2021	Herkimer	558		
9/24/2021	Jefferson	953		
9/24/2021	Kings	30893		
9/24/2021	Lewis	180		
9/24/2021	Livingston	506		
9/24/2021	Long Island	26553		
9/24/2021	Madison	574		
9/24/2021	Mid-Hudson	18039		
9/24/2021	Mohawk Valley	6186		
9/24/2021	Monroe	6887		
9/24/2021	Montgomery	382		
9/24/2021	Nassau	12804		
9/24/2021	New York	24149		
9/24/2021	New York City	101469		
9/24/2021	Niagara	1559		
9/24/2021	North Country	3824		
9/24/2021	Oneida	3903		
9/24/2021	Onondaga	5199		
9/24/2021	Ontario	1041		
9/24/2021	Orange	3034		
9/24/2021	Orleans	325		
9/24/2021	Oswego	1345		
9/24/2021	Otsego	715		
9/24/2021	Putnam	837		
9/24/2021	Queens	23914		
9/24/2021	Rensselaer	1193		
9/24/2021	Richmond	7556		
9/24/2021	Rockland	2328		
9/24/2021	STATEWIDE	209381		
9/24/2021	Saratoga	1771		
9/24/2021	Schenectady	1699		
9/24/2021	Schoharie	199		
9/24/2021	Schuyler	257		
9/24/2021	Seneca	454		
9/24/2021	Southern Tier	13895		
9/24/2021	St. Lawrence	1013		
9/24/2021	Steuben	1887		
9/24/2021	Suffolk	13749		
9/24/2021	Sullivan	579		
9/24/2021	Tioga	504		
9/24/2021	Tompkins	6751		
9/24/2021	Ulster	1512		
9/24/2021	Warren	534		
9/24/2021	Washington	642		
9/24/2021	Wayne	921		
9/24/2021	Westchester	7401		
9/24/2021	Western New York	11444		
9/24/2021	Wyoming	289		
9/24/2021	Yates	197		
9/23/2021	Albany	2731		
9/23/2021	Allegany	579		
9/23/2021	Bronx	14808		
9/23/2021	Broome	2056		
9/23/2021	Capital Region	12715		
9/23/2021	Cattaraugus	770		
9/23/2021	Cayuga	995		
9/23/2021	Central New York	10857		
9/23/2021	Chautauqua	1760		
9/23/2021	Chemung	960		
9/23/2021	Chenango	486		
9/23/2021	Clinton	1058		
9/23/2021	Columbia	554		
9/23/2021	Cortland	773		
9/23/2021	Delaware	390		
9/23/2021	Dutchess	2193		
9/23/2021	Erie	9572		
9/23/2021	Essex	370		
9/23/2021	Finger Lakes	10322		
9/23/2021	Franklin	601		
9/23/2021	Fulton	686		
9/23/2021	Genesee	596		
9/23/2021	Greene	378		
9/23/2021	Hamilton	30		
9/23/2021	Herkimer	631		
9/23/2021	Jefferson	1231		
9/23/2021	Kings	30031		
9/23/2021	Lewis	317		
9/23/2021	Livingston	693		
9/23/2021	Long Island	29975		
9/23/2021	Madison	752		
9/23/2021	Mid-Hudson	18113		
9/23/2021	Mohawk Valley	6263		
9/23/2021	Monroe	6291		
9/23/2021	Montgomery	656		
9/23/2021	Nassau	13734		
9/23/2021	New York	27309		
9/23/2021	New York City	104524		
9/23/2021	Niagara	1886		
9/23/2021	North Country	6286		
9/23/2021	Oneida	2998		
9/23/2021	Onondaga	6900		
9/23/2021	Ontario	896		
9/23/2021	Orange	2784		
9/23/2021	Orleans	417		
9/23/2021	Oswego	1437		
9/23/2021	Otsego	798		
9/23/2021	Putnam	969		
9/23/2021	Queens	24788		
9/23/2021	Rensselaer	2027		
9/23/2021	Richmond	7588		
9/23/2021	Rockland	2257		
9/23/2021	STATEWIDE	222958		
9/23/2021	Saratoga	3376		
9/23/2021	Schenectady	1777		
9/23/2021	Schoharie	494		
9/23/2021	Schuyler	305		
9/23/2021	Seneca	172		
9/23/2021	Southern Tier	9336		
9/23/2021	St. Lawrence	2679		
9/23/2021	Steuben	1169		
9/23/2021	Suffolk	16241		
9/23/2021	Sullivan	575		
9/23/2021	Tioga	555		
9/23/2021	Tompkins	3415		
9/23/2021	Ulster	1460		
9/23/2021	Warren	1009		
9/23/2021	Washington	863		
9/23/2021	Wayne	768		
9/23/2021	Westchester	7875		
9/23/2021	Western New York	14567		
9/23/2021	Wyoming	333		
9/23/2021	Yates	156		
9/22/2021	Albany	2733		
9/22/2021	Allegany	425		
9/22/2021	Bronx	14378		
9/22/2021	Broome	2453		
9/22/2021	Capital Region	9629		
9/22/2021	Cattaraugus	496		
9/22/2021	Cayuga	881		
9/22/2021	Central New York	6632		
9/22/2021	Chautauqua	957		
9/22/2021	Chemung	984		
9/22/2021	Chenango	366		
9/22/2021	Clinton	635		
9/22/2021	Columbia	642		
9/22/2021	Cortland	491		
9/22/2021	Delaware	464		
9/22/2021	Dutchess	2368		
9/22/2021	Erie	6716		
9/22/2021	Essex	277		
9/22/2021	Finger Lakes	9141		
9/22/2021	Franklin	473		
9/22/2021	Fulton	213		
9/22/2021	Genesee	459		
9/22/2021	Greene	242		
9/22/2021	Hamilton	32		
9/22/2021	Herkimer	627		
9/22/2021	Jefferson	994		
9/22/2021	Kings	27993		
9/22/2021	Lewis	137		
9/22/2021	Livingston	372		
9/22/2021	Long Island	27452		
9/22/2021	Madison	545		
9/22/2021	Mid-Hudson	17545		
9/22/2021	Mohawk Valley	3465		
9/22/2021	Monroe	5789		
9/22/2021	Montgomery	276		
9/22/2021	Nassau	13681		
9/22/2021	New York	27898		
9/22/2021	New York City	99377		
9/22/2021	Niagara	1564		
9/22/2021	North Country	3733		
9/22/2021	Oneida	1837		
9/22/2021	Onondaga	3911		
9/22/2021	Ontario	845		
9/22/2021	Orange	2644		
9/22/2021	Orleans	270		
9/22/2021	Oswego	804		
9/22/2021	Otsego	351		
9/22/2021	Putnam	811		
9/22/2021	Queens	22712		
9/22/2021	Rensselaer	1522		
9/22/2021	Richmond	6396		
9/22/2021	Rockland	1837		
9/22/2021	STATEWIDE	198847		
9/22/2021	Saratoga	1644		
9/22/2021	Schenectady	1526		
9/22/2021	Schoharie	161		
9/22/2021	Schuyler	186		
9/22/2021	Seneca	247		
9/22/2021	Southern Tier	11715		
9/22/2021	St. Lawrence	1185		
9/22/2021	Steuben	1153		
9/22/2021	Suffolk	13771		
9/22/2021	Sullivan	558		
9/22/2021	Tioga	455		
9/22/2021	Tompkins	5654		
9/22/2021	Ulster	1402		
9/22/2021	Warren	683		
9/22/2021	Washington	637		
9/22/2021	Wayne	774		
9/22/2021	Westchester	7925		
9/22/2021	Western New York	10158		
9/22/2021	Wyoming	223		
9/22/2021	Yates	162		
9/21/2021	Albany	1726		
9/21/2021	Allegany	470		
9/21/2021	Bronx	14550		
9/21/2021	Broome	1871		
9/21/2021	Capital Region	6928		
9/21/2021	Cattaraugus	515		
9/21/2021	Cayuga	683		
9/21/2021	Central New York	5029		
9/21/2021	Chautauqua	558		
9/21/2021	Chemung	740		
9/21/2021	Chenango	370		
9/21/2021	Clinton	343		
9/21/2021	Columbia	334		
9/21/2021	Cortland	330		
9/21/2021	Delaware	567		
9/21/2021	Dutchess	1963		
9/21/2021	Erie	5320		
9/21/2021	Essex	171		
9/21/2021	Finger Lakes	7422		
9/21/2021	Franklin	370		
9/21/2021	Fulton	401		
9/21/2021	Genesee	261		
9/21/2021	Greene	208		
9/21/2021	Hamilton	45		
9/21/2021	Herkimer	897		
9/21/2021	Jefferson	658		
9/21/2021	Kings	30982		
9/21/2021	Lewis	213		
9/21/2021	Livingston	323		
9/21/2021	Long Island	23921		
9/21/2021	Madison	248		
9/21/2021	Mid-Hudson	16311		
9/21/2021	Mohawk Valley	4175		
9/21/2021	Monroe	4378		
9/21/2021	Montgomery	475		
9/21/2021	Nassau	11542		
9/21/2021	New York	22919		
9/21/2021	New York City	95342		
9/21/2021	Niagara	995		
9/21/2021	North Country	2741		
9/21/2021	Oneida	1937		
9/21/2021	Onondaga	2835		
9/21/2021	Ontario	743		
9/21/2021	Orange	2436		
9/21/2021	Orleans	298		
9/21/2021	Oswego	933		
9/21/2021	Otsego	307		
9/21/2021	Putnam	843		
9/21/2021	Queens	21047		
9/21/2021	Rensselaer	1528		
9/21/2021	Richmond	5844		
9/21/2021	Rockland	2211		
9/21/2021	STATEWIDE	178396		
9/21/2021	Saratoga	1462		
9/21/2021	Schenectady	922		
9/21/2021	Schoharie	158		
9/21/2021	Schuyler	151		
9/21/2021	Seneca	293		
9/21/2021	Southern Tier	8669		
9/21/2021	St. Lawrence	941		
9/21/2021	Steuben	770		
9/21/2021	Suffolk	12379		
9/21/2021	Sullivan	534		
9/21/2021	Tioga	560		
9/21/2021	Tompkins	3640		
9/21/2021	Ulster	1285		
9/21/2021	Warren	317		
9/21/2021	Washington	431		
9/21/2021	Wayne	770		
9/21/2021	Westchester	7039		
9/21/2021	Western New York	7858		
9/21/2021	Wyoming	187		
9/21/2021	Yates	169		
9/20/2021	Albany	1698		
9/20/2021	Allegany	297		
9/20/2021	Bronx	9360		
9/20/2021	Broome	797		
9/20/2021	Capital Region	6293		
9/20/2021	Cattaraugus	533		
9/20/2021	Cayuga	700		
9/20/2021	Central New York	5460		
9/20/2021	Chautauqua	614		
9/20/2021	Chemung	558		
9/20/2021	Chenango	164		
9/20/2021	Clinton	528		
9/20/2021	Columbia	264		
9/20/2021	Cortland	282		
9/20/2021	Delaware	200		
9/20/2021	Dutchess	1767		
9/20/2021	Erie	5301		
9/20/2021	Essex	165		
9/20/2021	Finger Lakes	6732		
9/20/2021	Franklin	442		
9/20/2021	Fulton	459		
9/20/2021	Genesee	297		
9/20/2021	Greene	203		
9/20/2021	Hamilton	23		
9/20/2021	Herkimer	259		
9/20/2021	Jefferson	687		
9/20/2021	Kings	20120		
9/20/2021	Lewis	91		
9/20/2021	Livingston	245		
9/20/2021	Long Island	21699		
9/20/2021	Madison	349		
9/20/2021	Mid-Hudson	13404		
9/20/2021	Mohawk Valley	3341		
9/20/2021	Monroe	4547		
9/20/2021	Montgomery	443		
9/20/2021	Nassau	10091		
9/20/2021	New York	16937		
9/20/2021	New York City	70129		
9/20/2021	Niagara	1133		
9/20/2021	North Country	2762		
9/20/2021	Oneida	1616		
9/20/2021	Onondaga	3357		
9/20/2021	Ontario	474		
9/20/2021	Orange	2116		
9/20/2021	Orleans	169		
9/20/2021	Oswego	772		
9/20/2021	Otsego	467		
9/20/2021	Putnam	507		
9/20/2021	Queens	18361		
9/20/2021	Rensselaer	865		
9/20/2021	Richmond	5351		
9/20/2021	Rockland	1984		
9/20/2021	STATEWIDE	143765		
9/20/2021	Saratoga	993		
9/20/2021	Schenectady	990		
9/20/2021	Schoharie	97		
9/20/2021	Schuyler	82		
9/20/2021	Seneca	146		
9/20/2021	Southern Tier	6067		
9/20/2021	St. Lawrence	826		
9/20/2021	Steuben	808		
9/20/2021	Suffolk	11608		
9/20/2021	Sullivan	369		
9/20/2021	Tioga	163		
9/20/2021	Tompkins	3295		
9/20/2021	Ulster	986		
9/20/2021	Warren	727		
9/20/2021	Washington	553		
9/20/2021	Wayne	618		
9/20/2021	Westchester	5675		
9/20/2021	Western New York	7878		
9/20/2021	Wyoming	167		
9/20/2021	Yates	69		
9/19/2021	Albany	930		
9/19/2021	Allegany	149		
9/19/2021	Bronx	8215		
9/19/2021	Broome	666		
9/19/2021	Capital Region	3922		
9/19/2021	Cattaraugus	156		
9/19/2021	Cayuga	282		
9/19/2021	Central New York	3560		
9/19/2021	Chautauqua	737		
9/19/2021	Chemung	312		
9/19/2021	Chenango	133		
9/19/2021	Clinton	497		
9/19/2021	Columbia	151		
9/19/2021	Cortland	144		
9/19/2021	Delaware	167		
9/19/2021	Dutchess	1409		
9/19/2021	Erie	3454		
9/19/2021	Essex	167		
9/19/2021	Finger Lakes	5058		
9/19/2021	Franklin	358		
9/19/2021	Fulton	124		
9/19/2021	Genesee	248		
9/19/2021	Greene	95		
9/19/2021	Hamilton	19		
9/19/2021	Herkimer	331		
9/19/2021	Jefferson	467		
9/19/2021	Kings	20934		
9/19/2021	Lewis	128		
9/19/2021	Livingston	192		
9/19/2021	Long Island	14084		
9/19/2021	Madison	223		
9/19/2021	Mid-Hudson	12626		
9/19/2021	Mohawk Valley	1914		
9/19/2021	Monroe	2956		
9/19/2021	Montgomery	125		
9/19/2021	Nassau	7419		
9/19/2021	New York	14506		
9/19/2021	New York City	65836		
9/19/2021	Niagara	710		
9/19/2021	North Country	2189		
9/19/2021	Oneida	974		
9/19/2021	Onondaga	2347		
9/19/2021	Ontario	561		
9/19/2021	Orange	1823		
9/19/2021	Orleans	146		
9/19/2021	Oswego	564		
9/19/2021	Otsego	272		
9/19/2021	Putnam	560		
9/19/2021	Queens	16892		
9/19/2021	Rensselaer	463		
9/19/2021	Richmond	5289		
9/19/2021	Rockland	2851		
9/19/2021	STATEWIDE	116550		
9/19/2021	Saratoga	956		
9/19/2021	Schenectady	514		
9/19/2021	Schoharie	88		
9/19/2021	Schuyler	95		
9/19/2021	Seneca	207		
9/19/2021	Southern Tier	2155		
9/19/2021	St. Lawrence	553		
9/19/2021	Steuben	426		
9/19/2021	Suffolk	6665		
9/19/2021	Sullivan	275		
9/19/2021	Tioga	118		
9/19/2021	Tompkins	238		
9/19/2021	Ulster	913		
9/19/2021	Warren	475		
9/19/2021	Washington	338		
9/19/2021	Wayne	508		
9/19/2021	Westchester	4795		
9/19/2021	Western New York	5206		
9/19/2021	Wyoming	107		
9/19/2021	Yates	133		
9/18/2021	Albany	2316		
9/18/2021	Allegany	370		
9/18/2021	Bronx	12726		
9/18/2021	Broome	1489		
9/18/2021	Capital Region	10065		
9/18/2021	Cattaraugus	518		
9/18/2021	Cayuga	690		
9/18/2021	Central New York	7695		
9/18/2021	Chautauqua	856		
9/18/2021	Chemung	1032		
9/18/2021	Chenango	293		
9/18/2021	Clinton	1115		
9/18/2021	Columbia	418		
9/18/2021	Cortland	465		
9/18/2021	Delaware	347		
9/18/2021	Dutchess	1807		
9/18/2021	Erie	6474		
9/18/2021	Essex	214		
9/18/2021	Finger Lakes	7531		
9/18/2021	Franklin	477		
